JobDate,Employer,SOC,MinHrlySalary,Exp,Edu,NAICS3,SK
2022-12-15,Mars Incorporated,11-2021,25.96,2.0,16.0,311.0,"communication skills,planning,budgeting,teamwork / collaboration,detail-oriented,brand experience,microsoft office,process management"
2022-04-17,The Boeing Company,11-9111,43.01,13.0,16.0,336.0,"mysql,kubernetes,troubleshooting,creativity,atlassian bamboo,single sign on (sso),python,software development,physics,planning,problem solving,lightweight directory access protocol (ldap),system design,collective bargaining,docker software,c++,communication skills,devops,nosql,pipeline (computing),bigquery,continuous deployment,continuous integration (ci),java"
2022-11-22,"Takeda Pharmaceuticals North America, Inc.",11-9121,104.33,5.0,0.0,325.0,"problem solving,clinical research,pharmacovigilance,communication skills,product naming,protocol development,new drug application (nda) review,clinical development,budgeting,manage multiple clinical studies,business development,clinical trials,drug discovery,clinical development plans,clinical experience,pharmaceutical industry knowledge,decision making,good clinical practices (gcp),research,due diligence,building effective relationships,neuroscience"
2022-06-25,Eli Lilly,11-1021,65.05,10.0,16.0,325.0,"microsoft office,business operations,toxicology,oncology,procurement,biomarkers,contract drafting,procurement contracts,physical abilities,microsoft powerpoint,contract negotiation,contract review,business development,contract preparation,teamwork / collaboration,detail-oriented,multi-tasking,microsoft excel"
2022-12-10,Hewlett-Packard,11-9199,48.08,5.0,16.0,334.0,"detail-oriented,organizational skills,teamwork / collaboration,business planning,budget management,scheduling,staff management,logistics,communications programs,budgeting,communication skills,time management,planning,meeting deadlines,prioritizing tasks,supply chain knowledge,employee engagement,event planning,smartsheet,expense approval,program management,project management,business administration,creativity"
2022-12-09,Hewlett-Packard,11-9199,56.25,5.0,0.0,334.0,"project management,proposal writing,microsoft office,creativity,persuasion,defense federal acquisition regulations,editing,writing,scheduling,persuasive writing,teamwork / collaboration,request for proposal (rfp),problem solving,time management,communication skills,verbal / oral communication"
2022-03-19,Intel Corporation,11-1021,58.3,8.0,16.0,334.0,"intellectual property,litigation,thought leadership,detail-oriented,teamwork / collaboration,mergers and acquisitions,staff management,vaccination,communication skills,stakeholder management,building effective relationships,business acumen,project management,creativity,executive presence"
2022-10-05,Bose Corporation,11-2021,44.23,5.0,0.0,334.0,"creativity,strategic development,branding strategy,co-branding,brand experience,energetic,teamwork / collaboration,contract management,creative development,product marketing,strategic partnerships,planning,problem solving,business strategy"
2022-03-28,Lp,11-1021,37.5,3.0,12.0,325.0,"hepatitis b,following sops,good manufacturing practices (gmp),collection industry knowledge,leadership,medical emergencies,flu vaccination,lifting ability,vaccination,phlebotomy,informed consent procedures,emergency care,iv therapy,cardiopulmonary resuscitation (cpr),occupational health and safety,teamwork / collaboration,multi-tasking,detail-oriented,protein electrophoresis,telephone skills,blood testing,problem solving,computer literacy,physical abilities,communication skills,hematocrit,work area maintenance,facility management,kaizen,electrophoresis,customer contact,quality management,bilingual,medical records maintenance,research,finger stick,blood pressure measurement,5s methodology,vital signs measurement"
2022-11-16,Cutera Non Rpo,11-2022,72.12,2.0,16.0,334.0,"negotiation skills,sales management,cold calling,lead generation,communication skills,business-to-business sales,self-starter,description and demonstration of products,business-to-business"
2022-02-23,The Boeing Company,11-9199,62.5,15.0,16.0,336.0,"vertical integration,team management,collective bargaining,enterprise software,communication skills,change management,program management,knowledge management,customer contact"
2022-09-13,Chrysler,11-3031,37.98,5.0,0.0,336.0,"scheduling,tax preparation,general ledger,accounting,budgeting,product sales,general ledger accounting,payroll processing,financial statements,preparing reports,repair,floor plans,account reconciliation"
2022-03-24,Xerox,11-3071,22.12,2.0,16.0,333.0,"process control,english,contract review,scheduling,writing,sorting,business operations,microsoft office"
2022-01-07,Revert Systems,11-2022,48.08,3.0,16.0,334.0,"pain management,toxicology,medical sales,epidemic,opiate,internal medicine"
2022-11-22,Colgate-Palmolive Company,11-2021,46.46,2.0,16.0,325.0,"business strategy,communication skills,global marketing,teamwork / collaboration,mergers and acquisitions,brand marketing,brand experience,business-to-business,spreadsheets"
2022-12-17,Kellogg Company,11-2031,24.22,3.0,16.0,311.0,"event planning,written communication,microsoft office,facebook,fundraising,raiser's edge,supervisory skills,microsoft word,public speaking,event management,microsoft excel,physical abilities,microsoft powerpoint,meeting planning/facilitation,meeting facilitation"
2022-03-24,General Mills,11-3031,23.08,7.0,16.0,311.0,"creativity,listening,audit planning,microsoft office,self-starter,written communication,building effective relationships,customer service,customer contact,writing,financial management,financial controls,people management,scheduling,finance,microsoft excel,purchasing,total productive maintenance,teamwork / collaboration,detail-oriented,multi-tasking,accounting,leadership,microsoft word,financial operation,financial forecasting,communication skills,microsoft powerpoint,sarbanes-oxley (sox),system operation,sap,month-end close processes,positive disposition,problem solving"
2022-10-04,Hitachi America,11-3031,14.38,3.0,16.0,334.0,"project management,microsoft project,corporate governance,international financial reporting standards,invoice preparation,calculation,claims knowledge,generally accepted accounting principles (gaap),sap,microsoft excel,balance sheet,claim management,accounting,financial accounting"
2022-12-07,Coca-Cola Enterprises Inc.,11-2031,57.69,8.0,16.0,312.0,"communication skills,regulatory processes,strategic partnerships,public relations,building effective relationships,community relations,local government"
2022-03-19,Intel Corporation,11-1021,106.96,15.0,16.0,334.0,"product development,system architecture,teamwork / collaboration,vaccination,communication skills,product management,editing,graphics processing units (gpu)"
2022-07-01,HNI Corporation,11-3051,22.0,1.0,12.0,337.0,"welding,machine operation,sewing"
2022-12-09,Bose Corporation,11-9199,66.35,15.0,16.0,334.0,"information security,process improvement,written communication,project management,law enforcement or criminal justice experience,disaster recovery planning,crisis management,procedure development,event planning,risk management,counter intelligence,vulnerability assessment,workers' compensation,customer contact,threat analysis,benchmarking,asset protection,key performance indicators (kpis),prevention activities,requirements verification and validation,business process,stakeholder management,business continuity crisis management,problem solving,planning"
2022-02-27,Johnson & Johnson,11-3131,37.5,5.0,16.0,325.0,"software as a service (saas),software as a service (saas),presentation skills,business strategy,communication skills,design thinking,teamwork / collaboration,talent management,experiments,business process"
2022-11-30,"Takeda Pharmaceuticals North America, Inc.",11-9199,59.9,8.0,16.0,325.0,"sas,teamwork / collaboration,clinical trials,drug development,pharmaceutical industry knowledge,macros,sas clinical,statistical programming,new drug application (nda) review,data operations,clinical data interchange standards consortium(cdisc),communication skills,problem solving,clinical data understanding,python,extensible markup language (xml),process improvement,writing,data management,r,good clinical practices (gcp)"
2022-04-22,"Takeda Pharmaceuticals North America, Inc.",11-9121,65.96,4.0,16.0,325.0,"metadata,teamwork / collaboration,drug development,statistical programming,new drug application (nda) review,budgeting,clinical data interchange standards consortium(cdisc),statistical analysis,strategic partnerships,key performance indicators (kpis),communication skills,clinical data management,interactive voice response (ivr),problem solving,standards compliance,biostatistics,data capture,data management,editing,data analysis,data collection,strategic planning,project management,statistics,conflict management"
2022-06-26,Hitachi America,11-2022,40.87,5.0,0.0,334.0,"contract preparation,contract management,margin goals,sales,stakeholder management,communication skills,operations analysis,deal structuring,business case analysis,contract drafting,sales contracts,meeting deadlines,software as a service (saas),software as a service (saas),international financial reporting standards,creativity"
2022-12-07,Caterpillar Incorporated,11-9199,35.82,2.0,16.0,333.0,"cost analysis,planning,invoice preparation,customer billing,accounting,budgeting,scheduling,quality assurance and control,administrative support,project management,research,procurement,procurement management"
2022-09-24,Toyota Motors,11-3121,32.69,12.0,16.0,336.0,"training programs,needs assessment,planning,teamwork / collaboration,purchasing,microsoft office,project management,strategic planning"
2022-03-31,"Takeda Pharmaceuticals North America, Inc.",11-9111,67.31,8.0,16.0,325.0,"interactive voice response (ivr),clinical information systems / technology,clinical trial management,quality assurance and control,clinical trials,drug development,service level agreement,strategic partnerships,technical support,statistical analysis,statistics,data capture,systems development life cycle (sdlc),good clinical practices (gcp),systems development,data management"
2022-11-25,Calportland,11-3121,23.0,3.0,16.0,327.0,"human resource management,microsoft powerpoint,communication skills,payroll processing,sales,mail sorting,sap,fair labor standards act (flsa),quality assurance and control,human resource information system (hris),concrete mixing,invoice processing,microsoft excel,organizational skills,administrative functions,spanish,employee communications,onboarding,transportation industry knowledge,office supply ordering,new hire orientation,bilingual,record keeping,microsoft office,written communication,creativity,business administration,labor law,public administration,building effective relationships"
2022-12-15,Oconnor Group,11-3061,44.53,5.0,0.0,326.0,"inventory management,business planning,scheduling,inventory maintenance,shipping and receiving,procurement,packaging"
2022-12-11,Uline Shipping Supplies,11-3121,57.69,7.0,16.0,322.0,"teamwork / collaboration,employee relations,performance management,human resource management,employee engagement,applicant tracking system"
2022-08-10,Nvidia Corporation,11-9032,96.92,15.0,16.0,334.0,"graphics processing units (gpu),computer engineering,packaging,planning,emulation,key performance indicators (kpis),product sales,teamwork / collaboration"
2022-07-21,Danaher Corporation,11-1021,62.5,8.0,18.0,334.0,"sql,microsoft active directory,business intelligence,teamwork / collaboration,energetic,authentication,extraction transformation and loading (etl),business modeling,data modeling,data science,data warehousing,microsoft power bi,data engineering"
2022-08-25,"Tkc Holdings, Inc",11-9051,28.85,5.0,12.0,311.0,"physical abilities,restaurant experience,supervisory skills,multi-tasking,teamwork / collaboration,food service experience"
2022-09-20,Novartis,11-9121,10.75,5.0,16.0,325.0,"communication skills,biotechnology,sales leadership,strategic thinking,vaccines,organizational skills,teamwork / collaboration,cancer knowledge,vaccination,account management,building effective relationships,business acumen,oncology"
2022-09-01,Sub Zero,11-9041,29.81,5.0,0.0,321.0,"project management,merchandising,sketchup,creativity,presentation skills,shop drawings,adobe photoshop,technical drawings,adobe illustrator,budgeting,adobe creative suite,adobe acrobat,project design,visual merchandising,adobe indesign,organizational skills,revit,retail industry knowledge"
2022-12-04,Eaton,11-2022,53.19,8.0,16.0,335.0,"security design,strategic partnerships,business development,strategic thinking,leadership,customer acquisition,compliance - nerc,cybersecurity strategy,market strategy,nist cybersecurity framework,operational technology (ot) security,teamwork / collaboration,data privacy,planning,go-to-market strategy,communication skills,smart grid,energy systems,data governance,professional engineer,building effective relationships,product management,ics security standards - nerc cip,proposal writing,empower"
2022-08-30,Meta Aerospace Management Llc,11-9199,40.87,5.0,16.0,336.0,"microsoft project,microsoft dynamics,microsoft office,program management,project management,strategic planning,conflict management,cost control,initiative,customer contact,computer literacy,enterprise resource planning (erp),communication skills,english,physical abilities,time management,planning,team building,microsoft word,business development,strategic thinking,presentation delivery,multi-tasking,financial acumen,microsoft excel"
2022-06-08,Biolife Plasma Services,11-9033,34.62,3.0,16.0,325.0,"customer service,performance appraisals,mentoring,management training,planning,communication skills,leadership,good manufacturing practices (gmp),performance analysis,retail industry knowledge,team management,operations management,teamwork / collaboration,leadership development,lifting ability"
2022-11-12,Eastman Chemical,11-9041,51.44,5.0,16.0,325.0,"cost control,project management,engineering procurement and construction management,procurement,chemical engineering,budgeting,leadership,communication skills,engineering management,change management"
2022-04-17,The Boeing Company,11-9111,43.01,13.0,16.0,336.0,"system design,collective bargaining,communication skills,c++,docker software,planning,physics,software development,problem solving,lightweight directory access protocol (ldap),java,continuous integration (ci),devops,nosql,pipeline (computing),bigquery,continuous deployment,kubernetes,mysql,troubleshooting,python,single sign on (sso),creativity,atlassian bamboo"
2022-11-26,Pfizer,11-9111,92.21,2.0,21.0,325.0,"mentoring,pharmacology,regulatory affairs,onboarding,clinical development,teamwork / collaboration,goal setting,surveillance,pharmaceutical industry knowledge,microsoft excel,english,performance management,pharmacovigilance,computer literacy,medical writing,clinical research"
2022-08-28,Northrop Grumman,11-3011,58.65,9.0,16.0,336.0,"writing,estimating,contract drafting,invoicing,proposal writing,business management,contract interpretation,defense federal acquisition regulations,communication skills,oral communication,contract review,request for proposal (rfp),contract preparation"
2022-06-30,North American Breweries,11-9111,10.55,5.0,16.0,312.0,"beverage industry knowledge,facility maintenance,planning,teamwork / collaboration,total productive maintenance,cardiopulmonary resuscitation (cpr),operations management,purchasing,budgeting,building effective relationships,environmental stewardship,microbiology,chemistry,fermentation,troubleshooting,employee engagement,packaging,staff education"
2022-08-23,Eli Lilly,11-9199,57.07,5.0,16.0,325.0,"oncology,statistical reporting,data management,regulatory affairs,data collection,statistics,extensible markup language (xml),research,editing,data analysis,microsoft word,statistical analysis,macros,clinical data analysis,data validation,new drug application (nda) review,statistical programming,clinical data interchange standards consortium(cdisc),sql,microsoft excel,data quality,sas,physical abilities,microsoft powerpoint,biotechnology,protocol development,clinical research,clinical study reports"
2022-07-11,General Dynamics,11-9033,34.62,4.0,16.0,336.0,"microsoft office,data analysis,analytical skills,communication skills,technical assistance,verbal / oral communication"
2022-04-08,The Boeing Company,11-3121,55.13,5.0,16.0,336.0,"business acumen,building effective relationships,project planning and development skills,presentation skills,process improvement,talent acquisition,business operations,employee engagement,hr strategy,human resource management,stakeholder management,collective bargaining,planning,teamwork / collaboration,talent management,employee value proposition,budgeting"
2022-02-19,L3Harris,11-3031,86.54,9.0,16.0,334.0,"communication skills,microsoft powerpoint,stakeholder management,leadership,microsoft excel,finance,organizational skills,detail-oriented,procurement"
2022-06-01,Galaxy Group Management,11-9199,50.48,2.0,14.0,326.0,"problem solving,cost-effective manufacturing,planning,industrial engineering industry expertise,manufacturing engineering,enterprise resource planning (erp),teamwork / collaboration,multi-tasking,manufacturing processes,minitab,six sigma,microsoft excel,extrusion,project management,lean manufacturing,process improvement,creativity,project planning and development skills,mechanical engineering,data analysis,design for manufacture/design for assembly (dfm/dfa),industrial engineering"
2022-06-09,Sony Electronics Incorporated,11-9041,15.0,3.0,16.0,334.0,"teamwork / collaboration,people management,persuasive writing,engineering management,planning,empower,persuasion,writing"
2022-10-06,Northrop Grumman,11-9199,82.21,13.0,16.0,336.0,"customer service,building effective relationships,supplier management,proposal writing,project management,strategic planning,cost control,workforce planning,planning,stakeholder management,scheduling,continuous deployment,business planning,devsecops,product research,continuous integration (ci),budgeting"
2022-09-27,Lenovo,11-1021,60.1,7.0,16.0,334.0,"financial acumen,benchmarking,vaccination,microsoft excel,critical thinking,performance analysis,vaccines,key performance indicators (kpis),positive disposition,problem solving,ad hoc analysis,business strategy,communication skills,microsoft powerpoint,performance analytics,product improvement,costing,data analysis,business management,performance appraisals,business operations,strategic planning,microsoft dynamics"
2022-12-21,Eli Lilly,11-3031,35.58,3.0,16.0,325.0,"preparing reports,sales analytics,microsoft office,written communication,public accounting,audit reports,cost control,annual reports,computer literacy,financial analysis,planning,accounting,budgeting,sales analysis,external auditing,financial reporting,general ledger,corporate accounting,organizational skills,balance sheet,microsoft excel,inventory maintenance"
2022-07-30,Reddy Ice Corporation,11-9111,72.12,10.0,16.0,312.0,"lean six sigma,planning,financial analysis,change management,problem solving,communication skills,microsoft powerpoint,microsoft excel,compliance auditing,six sigma black belt,six sigma,organizational skills,budgeting,key performance indicators (kpis),kaizen,data collection,project management,process improvement,due diligence,project planning and development skills,six sigma green belt"
2022-03-25,Moen,11-2022,11.56,3.0,16.0,327.0,"sales,communication skills,product sales,business development,sales strategy,sales calls,purchasing,sales planning,repair,listening,merchandising,promotions programs,plumbing,building effective relationships"
2022-04-29,Raytheon,11-1021,31.25,5.0,16.0,334.0,"repair,cost control,creativity,microsoft office,program management,communication skills,problem solving,material requirement planning (mrp),sap,planning,data visualization,manufacturing resource planning (mrp),six sigma,data mining,teamwork / collaboration,operations management,internet of things (iot)"
2022-03-10,Api Heat Transfer,11-9199,34.13,5.0,0.0,332.0,"welding,budgeting,supervisory skills,microsoft word,heat exchange,purchasing,microsoft excel,scheduling,demand flow,manufacturing resource planning (mrp),microsoft powerpoint,enterprise resource planning (erp),lean manufacturing"
2022-11-03,Smithfield Foods,11-3061,12.33,5.0,16.0,311.0,"business communications,packaging,writing,procurement,building effective relationships,performance appraisals,microsoft office,employee training,planning,sap,communication skills,physical abilities,verbal / oral communication,material flow management,enterprise resource planning (erp),microsoft excel,scheduling,manufacturing resource planning (mrp),teamwork / collaboration,purchasing,request for proposal (rfp),contract review,microsoft word,commodity management,leadership"
2022-07-06,Northrop Grumman,11-9041,67.6,7.0,16.0,336.0,"circuit design,level antennas,hardware experience,organizational skills,remote sensing,product development,physics,component design,oral communication,system design,electronics industry knowledge,engineering management,communication skills,performance appraisals,mentoring,oscilloscopes,account management,microsoft office,project management,troubleshooting,procurement,writing"
2022-11-11,"Cardinal Health, Inc.",11-2021,55.29,8.0,16.0,325.0,"policy development,research,self-starter,client needs assessment,customer service,market research,product management,business-to-business,facebook,profit targets,consumer research,focus groups,software as a service (saas),software as a service (saas),marketing management,electronic prescribing (erx),marketing,business strategy,customer relationship management (crm),strategic marketing,market analysis,product sales,product research,budgeting,key performance indicators (kpis),youtube,marketing development,business development,marketing strategy development,detail-oriented,market strategy"
2022-07-12,Lockheed Martin Corporation,11-3021,59.09,5.0,21.0,336.0,"systems engineering,customer contact,research,computer engineering,systems integration,digital design,planning,communication skills,system design,project design,scheduling,staff management,multi-tasking"
2022-02-06,Johnson & Johnson,11-1021,53.85,8.0,16.0,325.0,"business planning,business intelligence,teamwork / collaboration,financial acumen,organizational skills,sales planning,sales leadership,key performance indicators (kpis),lead management,sales management,planning,problem solving,sales,communication skills,stakeholder management,asset allocation theory,opportunity identification,asset allocation,sales training,listening,strategic planning,project management"
2022-05-22,Finishline Graphics,11-3051,15.0,3.0,0.0,323.0,"production management,project management,adobe photoshop,invoicing,problem solving,computer literacy,time management,shipping and receiving,deposit collection,phone answering,organizational skills,multi-tasking,staff management,microsoft excel"
2022-12-20,Linde,11-2022,9.08,5.0,12.0,325.0,"outside sales,supply agreements,industrial gas industry knowledge,prospective clients,welding,profitability improvement,building effective relationships,competitive analysis,description and demonstration of products,customer contact,new business development"
2022-06-25,Eli Lilly,11-1021,65.05,10.0,16.0,325.0,"physical abilities,microsoft powerpoint,contract negotiation,detail-oriented,multi-tasking,teamwork / collaboration,microsoft excel,contract preparation,business development,contract review,toxicology,microsoft office,business operations,procurement contracts,contract drafting,biomarkers,oncology,procurement"
2022-06-29,Johns Manville,11-9041,49.04,8.0,16.0,327.0,"budgeting,leadership,microsoft word,six sigma,quality assurance and control,staff management,microsoft excel,enterprise resource planning (erp),engineering management,communication skills,cost-effective manufacturing processes,physical abilities,microsoft powerpoint,lean six sigma,problem solving,sap,quality management,repair,environmental stewardship,new product development,lean manufacturing,project management,written communication,process improvement"
2022-08-11,Safran,11-9199,40.87,10.0,16.0,336.0,"business planning,purchasing,effective communications,organizational skills,people management,scheduling,staff management,accounting,budgeting,basic internet skills,physical abilities,communication skills,time management,legal compliance,database software,employee relations,international traffic in arms regulations (itar),planning,supply chain strategy,word processing,mentoring,persuasion,process improvement,microsoft dynamics,supplier management,accounting software,proposal writing,project management,strategic planning,supply chain knowledge,aerospace industry knowledge,spreadsheets,systems development"
2022-11-19,Northrop Grumman,11-3121,67.98,10.0,16.0,336.0,"hr strategy,labor relations,workday,application performance management,business acumen,written communication,project management,confluence,talent pipelining,leadership development,surveys,human resource information system (hris),thought leadership,talent management,teamwork / collaboration,succession planning,planning,employee relations,business solutions,change management,problem solving,performance management,communication skills,human resource management,microsoft sharepoint"
2022-09-08,Northrop Grumman,11-3021,49.66,5.0,16.0,336.0,"problem solving,planning,scheduling,benefits analysis,supervisory skills,root cause analysis,supplier management,systems integration,decision making,systems engineering,systems development"
2022-11-08,Mattel Incorporated,11-2021,47.3,1.0,0.0,339.0,"teamwork / collaboration,metadata,metadata design,youtube,key performance indicators (kpis),video editing,performance analysis,channel management,communication skills,time management,microsoft powerpoint,verbal / oral communication,performance analytics,planning,asset management industry knowledge,writing,content curation,adobe premiere,creativity,graphic design,performance appraisals"
2022-08-17,Cambrex Corporation,11-9199,57.69,7.0,16.0,325.0,"scheduling,team management,teamwork / collaboration,drug development,key performance indicators (kpis),budgeting,problem solving,communication skills,performance management,quality management,building effective relationships,customer service,project planning and development skills,smartsheet,mentoring,project management,self-starter,written communication"
2022-10-06,General Electric Company,11-9041,34.13,10.0,16.0,336.0,"federal government contracting,costing,business acumen,budgeting,application packaging,vaccination,problem solving"
2022-03-11,Hewlett-Packard,11-2021,65.38,7.0,16.0,334.0,"computer software industry knowledge,data lakes / reservoirs,communication skills,oral communication,big data,customer contact,software as a service (saas),software as a service (saas),product management,data collection,research"
2022-08-10,Medtronic,11-9111,41.73,4.0,16.0,334.0,"brand marketing,teamwork / collaboration,market trend,brand awareness generation,articulating value propositions,verbal / oral communication,communication skills,global marketing,physical abilities,consumer research,branding strategy,analytical skills,bilingual,market planning,brand management,virtual reality (vr),digital marketing,brand experience,research,competitive analysis,medical equipment industry knowledge,message development,customer service"
2022-09-11,Ascent Aerospace,11-9199,35.58,5.0,0.0,336.0,"international traffic in arms regulations (itar),communication skills,physical abilities,enterprise resource planning (erp),sales,quality assurance and control,scheduling,microsoft excel,organizational skills,detail-oriented,manufacturing processes,multi-tasking,export compliance,welding,request for quotation (rfq),engineering drawings,bill of materials,quality management,estimating,microsoft project,customer service,machining,microsoft office,project management,listening"
2022-11-20,Pfizer,11-9041,58.89,7.0,0.0,325.0,"contract management,pharmaceutical industry knowledge,process engineering,teamwork / collaboration,benchmarking,market trend,key performance indicators (kpis),business strategy,communication skills,vendor relations,client base retention,reliability engineering studies,computer literacy,calculation,change management,procurement,climate change,facility management,hr strategy,business case analysis,data analysis,creativity"
2022-07-08,Novelis Corporate,11-3061,15.0,5.0,16.0,331.0,"sap,global sourcing management,problem solving,budgeting,critical thinking,logistics,contract administration,claim management,global sourcing,contract management,project management,procurement,global procurement,procurement contracts"
2022-10-18,Firestone Building Products,11-2022,44.71,8.0,16.0,321.0,"occupational health and safety,teamwork / collaboration,organizational skills,supervisory skills,environmental science,leadership,environmental compliance,iso 14001 standards,communication skills,legal compliance,self-motivation,microsoft office,written communication,initiative,phone systems,presentation skills,niosh,safety training,writing,environmental health and safety,motor vehicle operation"
2022-10-13,Mattel Incorporated,11-2022,36.06,5.0,16.0,339.0,"co-branding,product management,project planning and development skills,strategic planning,project management,atlassian jira,planning,teamwork / collaboration,agile product lifecycle management,product development,scrum master,product owner,scrum,budgeting"
2022-11-10,The Boeing Company,11-9111,74.09,9.0,16.0,336.0,"problem solving,communication skills,policy implementation,strategic partnerships,critical thinking"
2022-07-14,Exelixis Incorporated,11-9121,67.31,11.0,16.0,325.0,"outsourcing,project management,business administration,biostatistics,data science,good clinical practices (gcp),clinical trial design,prioritizing tasks,reengineering,data management,organizational skills,clinical trials,detail-oriented,drug development,multi-tasking,life sciences industry knowledge,demand management,business process,clinical development,planning,training materials,change management,communication skills,biotechnology,stakeholder management"
2022-02-14,Eli Lilly,11-1021,23.08,3.0,0.0,325.0,"detail-oriented,operations management,restaurant experience,due diligence"
2022-05-19,"Anheuser-Busch Companies, Inc.",11-3031,48.08,2.0,16.0,312.0,"financial reporting,budgeting,accounting,budget development,leadership,supervisory skills,financial analysis,planning,sap,problem solving,communication skills,sarbanes-oxley (sox),strategic planning,account reconciliation,cost control,variance analysis"
2022-07-13,Amerisourcebergen Pharmaceutical Distribution And Strategic Globa,11-9199,38.61,8.0,16.0,325.0,"six sigma,pharmaceutical industry knowledge,microsoft excel,vaccines,microsoft word,business process,lean six sigma,communication skills,microsoft powerpoint,product naming,category management,pharmaceutical distribution,supply chain knowledge,supply chain management,packaging,presentation skills,business administration,process improvement,project management"
2022-11-25,"Takeda Pharmaceuticals North America, Inc.",11-9199,65.96,8.0,16.0,325.0,"teamwork / collaboration,drug development,product development,clinical development,communication skills,global marketing,oral communication,problem solving,new product development,pharmaceutical development,due diligence,regulatory affairs,new business development,writing"
2022-04-05,Exelixis Incorporated,11-9111,52.88,11.0,16.0,325.0,"stakeholder management,biotechnology,scheduling,project planning and development skills,creativity,project management,strategic planning,business communications,biopharmaceutical industry knowledge"
2022-07-22,GAF Materials Corporation,11-9041,6.25,10.0,16.0,324.0,"hazard analysis,machinery,capital expenditures,lifting ability,staff management,autocad,budgeting,communication skills,vendor relations,simulation,network troubleshooting,planning,computer aided drafting/design (cad),positive disposition,problem solving,process safety,proofreading,project planning and development skills,typing,root cause analysis,microsoft office,project management,process improvement,research,structured methods,troubleshooting,data entry"
2022-09-10,Hewlett-Packard,11-9199,48.08,5.0,18.0,334.0,"quality management,creativity,business administration,high tech industry knowledge,project management,customer service,budgeting,critical thinking,mergers and acquisitions,organizational skills,six sigma,microsoft powerpoint,verbal / oral communication,communication skills"
2022-01-01,Myriad Brewing Company,11-9051,12.0,2.0,12.0,312.0,"product assortment,inventory management,creativity,beverage industry knowledge,food preparation,store operations,cleaning,quality management"
2022-03-23,Ionis Pharmaceuticals,11-2031,60.1,10.0,16.0,325.0,"analytical chemistry,high-performance liquid chromatography (hplc),toxicology,self-starter,regulatory affairs,chemistry,writing,communication skills,verbal / oral communication,current good manufacturing practices (cgmp),problem solving,drug development,detail-oriented,quality assurance and control,critical thinking,good laboratory practices (glp),hplc-ms assays / lc-ms,good manufacturing practices (gmp),following sops"
2022-09-24,Northrop Grumman,11-9199,68.99,9.0,16.0,336.0,"performance appraisals,mentoring,engineering specifications,nastran / patran,process improvement,structural failure analysis,damage tolerance,product design,business development,nastran,performance analysis,budgeting,structural modeling,people management,sap"
2022-05-24,The Boeing Company,11-9199,55.13,5.0,16.0,336.0,"customer contact,risk management,presentation skills,building effective relationships,product sales,embedded software,product development,scheduling,collective bargaining"
2022-02-05,Sierra Meat And Seafood,11-3061,34.13,8.0,16.0,311.0,"budgeting,critical thinking,negotiation skills,teamwork / collaboration,microsoft excel,enterprise resource planning (erp),contract negotiation,problem solving,change management,planning,project planning and development skills,process improvement,merchandising,inventory cost,supplier selection,microsoft office,procurement,supply chain management,supply chain knowledge,procurement contracts,costing"
2022-12-20,Dps,11-9199,31.25,3.0,16.0,325.0,"scheduling,microsoft excel,lifecycle management,organizational skills,microsoft word,key performance indicators (kpis),budgeting,request for proposal (rfp),communication skills,microsoft powerpoint,professional services marketing,chemical engineering,project management,microsoft project"
2022-08-04,Estee Lauder Company,11-3031,12.13,12.0,16.0,325.0,"strategic development,campaign management,competitive analysis,research,creativity,consumer research,market planning,account closing,campaign performance analysis,product assortment,planning,marketing,go-to-market strategy,budgeting,sentiment analysis / opinion mining,product marketing,consumer insights,key performance metrics,pricing strategy,teamwork / collaboration"
2022-02-16,The Boeing Company,11-9199,62.5,15.0,16.0,336.0,"program management,customer contact,knowledge management,software engineering,onboarding,vertical integration,team management,collective bargaining,enterprise software,communication skills,change management"
2022-09-22,Northrop Grumman,11-9041,71.01,10.0,16.0,336.0,"employee engagement,onboarding,talent acquisition,project management,stakeholder management,microsoft powerpoint,change management,planning,microsoft word,engineering leadership,business development,microsoft excel,teamwork / collaboration,organizational skills"
2022-04-06,Ryerson,11-9199,22.6,3.0,16.0,331.0,"multi-tasking,metals industry knowledge,building effective relationships,process improvement,conflict management"
2022-10-04,Northrop Grumman,11-9199,64.81,9.0,16.0,336.0,"communication skills,planning,international traffic in arms regulations (itar),problem solving,sap,leadership,logistics,negotiation skills,staff management,contract management,scheduling,microsoft excel,financial reporting,teamwork / collaboration,business acumen,business management,defense federal acquisition regulations,program management,supply chain knowledge,supply chain management,writing"
2022-08-11,Xylem,11-2021,33.65,2.0,16.0,333.0,"spanish,market trend,marketing strategy development,technical support,product marketing,market strategy,product development,social media,consumer behavior,market opportunity identification,physical abilities,english,french,enterprise resource planning (erp),legal compliance,business case analysis,market planning,international sales,research,e-commerce,market research,product management,customer service"
2022-06-08,Cg Consulting Services,11-9199,55.0,5.0,16.0,325.0,"organizational skills,communication skills,biotechnology,regulatory affairs,project management"
2022-10-04,Idex Corporation,11-3121,53.85,5.0,16.0,333.0,"performance analysis,goal setting,microsoft excel,change management,employee relations,planning,computer literacy,communication skills,performance management,human resource management,performance appraisals,typing,general office duties,risk management,microsoft office,software engineering,employee engagement,onboarding,organizational analysis,family medical leave act (fmla)"
