JobDate,Employer,SOC,MinHrlySalary,Exp,Edu,NAICS3,SK
2022-07-20,Lennox,11-3071,40.87,3.0,0.0,333.0,"planning,employee training,inventory monitoring,financial analysis,sales,inventory management,budgeting,customer complaint resolution,inventory control,scheduling,organizational skills,research,faculty training,repair,meeting deadlines,preparing reports,record keeping"
2022-01-09,Collins Aerospace,11-3061,44.23,12.0,16.0,336.0,"avionics,material flow management,strategic sourcing,supply chain management,cost control,technical positions,commodity management,teamwork / collaboration,supplier development,procurement,quality management"
2022-05-07,Northrop Grumman,11-9041,62.74,10.0,16.0,336.0,"stealth / low observable technology,research,mentoring,asset management industry knowledge,vaccines,budgeting,aerodynamics,financial management,performance management,engineering management,sap"
2022-06-29,Olin Corporation,11-3121,14.13,5.0,16.0,325.0,"organizational development,problem solving,employee relations,international traffic in arms regulations (itar),communication skills,performance management,microsoft powerpoint,microsoft word,microsoft excel,program implementation,labor relations,project management,peoplesoft,human resource management industry knowledge,building effective relationships,business management,performance appraisals,applicant tracking system,presentation skills"
2022-08-23,Taylor Corporation,11-2021,49.52,8.0,16.0,323.0,"building effective relationships,strategic planning,written communication,graphic design,spreadsheets,industrial engineering,writing,service improvement,problem solving,planning,communication skills,industrial engineering industry expertise,computer literacy,preventive maintenance,business planning,occupational health and safety,organizational skills,financial reporting,progress reports,scheduling,business development,leadership,budgeting"
2022-08-13,"Salix Pharmaceuticals, Inc.",11-2022,36.06,2.0,0.0,325.0,"sales meetings,sales management,teamwork / collaboration,business-to-business sales,sales,business-to-business,business acumen,sales training,research"
2022-09-13,Bayer Corporation,11-1021,8.45,6.0,12.0,325.0,"order correction,communication skills,vaccines,occupational medicine,contract review,scheduling,vaccination,detail-oriented"
2022-01-06,Lactalis American Group,11-3051,43.27,4.0,0.0,311.0,"string database,packaging,production management,scheduling,pasteurization,budgeting,quality assurance and control,food safety,food industry knowledge,quality management,manufacturing processes,planning"
2022-11-09,Gunwhale Ales,11-9199,12.0,1.0,14.0,312.0,"sales,communication skills,physical abilities,verbal / oral communication,salesmanship,cleaning,planning,calculator,cash handling,staff management,teamwork / collaboration,energetic,organizational skills,detail-oriented,retail industry knowledge,initiative,retail sales,bartending,point of sale system"
2022-07-16,"Takeda Pharmaceuticals North America, Inc.",11-9111,72.12,7.0,16.0,325.0,"data management,user acceptance testing (uat),biostatistics,data warehousing,project management,written communication,business process,leadership,document management,clinical development,negotiation skills,clinical information systems / technology,staff management,drug development,detail-oriented,teamwork / collaboration,sas,communication skills,microsoft sharepoint,clinical research,planning"
2022-10-18,Coca-Cola Enterprises Inc.,11-3071,53.1,1.0,12.0,312.0,"microsoft office,self-starter,servant leadership,prioritizing tasks,microsoft word,multi-tasking,detail-oriented,teamwork / collaboration,staff management,scheduling,forklift operation,microsoft excel,performance management,basic internet skills,communication skills,warehouse operations,oral communication"
2022-02-25,Colonnas Shipyard Incorporated,11-9199,26.96,3.0,12.0,336.0,"communication skills,microsoft powerpoint,legal compliance,oral communication,environmental compliance,leadership,microsoft excel,teamwork / collaboration,public speaking,troubleshooting technical issues,microsoft office,environmental law,compliance reporting,description and demonstration of products,employee engagement,environmental management,repair,decision making,environmental laws and regulations,preparing reports"
2022-04-04,U S Pacific Fleet,11-9021,69.62,1.0,0.0,336.0,"project management,performance appraisals,repair,ionizing radiation,vaccination,scheduling,surveillance,copying,budgeting,performance analysis,vaccines,appointment setting,personnel management,planning,problem solving"
2022-09-28,Bausch & Lomb,11-2022,29.33,7.0,16.0,339.0,"logistics,market trend,sales management,optometry,vendor managed inventory (vmi),budgeting,managed care,data communications,business planning,retail industry knowledge,social media platforms,social media,teamwork / collaboration,time management,client base retention,category management,sales,branding strategy,analytical skills,building effective relationships,electronic data interchange,e-commerce,ophthalmology,research,account management,written communication,program management"
2022-04-13,Avi Foodsystems Incorporated,11-3071,46.5,1.0,0.0,311.0,"written communication,multi-tasking,energetic"
2022-09-06,Holcim,11-9199,57.69,3.0,16.0,327.0,"microsoft word,mechanical maintenance,equipment efficiency,team building,budgeting,capital expenditures,microsoft excel,process engineering,industrial engineering industry expertise,microsoft powerpoint,preventive maintenance,planning,sap,microsoft project,project management,microsoft office,predictive / preventative maintenance,mechanical design,industrial engineering,record keeping"
2022-06-19,Northrop Grumman,11-9041,45.1,5.0,16.0,336.0,"microsoft powerpoint,engineering management,planning,teamwork / collaboration,microsoft excel,leadership,mentoring,microsoft visio,systems integration,microsoft office,project management,systems engineering"
2022-05-25,Marathon Petroleum,11-1021,47.26,5.0,16.0,324.0,"supervisory skills,leadership,accounting,energy industry,staff management,microsoft excel,external auditing,communication skills,generally accepted accounting principles (gaap),problem solving,decision making,accounting systems,variance analysis,analytical skills,internal auditing,invoicing,account reconciliation,written communication,management reporting"
2022-11-21,Gilead Sciences,11-9121,79.77,12.0,16.0,325.0,"good clinical practices (gcp),artificial intelligence,biotechnology industry knowledge,teamwork / collaboration,biotechnology,communication skills,planning"
2022-06-29,Armstrong World Industries,11-3031,57.93,6.0,16.0,337.0,"audit planning,business administration,research,public accounting,meeting deadlines,business development,sec filings,accounting,budgeting,finance,revenue recognition,teamwork / collaboration,audit management,external auditing,general ledger,generally accepted accounting principles (gaap),sap,annual reports,communication skills,enterprise resource planning (erp),financial statements"
2022-10-21,Thermo Fisher Scientific Inc,11-2022,28.37,1.0,16.0,334.0,"research,sales prospecting,chemistry,biology,prospective clients,environmental protection,request for proposal (rfp),business development,cancer knowledge,salesforce,life sciences industry knowledge,biologics,sales,biotechnology"
2022-11-26,Coca-Cola Enterprises Inc.,11-2022,29.81,5.0,12.0,312.0,"planning,performance management,sales,sales goals,sales planning,organizational skills,account development,product sales,tableau,sales management,building effective relationships,sap businessobjects web intelligence (webi),merchandising,teaching,strategic planning,servant leadership"
2022-10-22,Merck & Company,11-2021,62.5,15.0,16.0,325.0,"market research,presentation skills,e-commerce,scalability design,business operations,python,economics,empower,research,creativity,growth strategies,oncology,business-to-business,digital marketing,key performance indicators (kpis),leadership,experiments,people management,sql,vaccination,structured programming,consumer behavior,teamwork / collaboration,problem solving,customer experience improvement,stakeholder management,performance management,communication skills"
2022-01-15,Simpson Strong Tie Company Incorporated,11-9041,46.63,10.0,16.0,332.0,"strategic planning,product sales,budgeting,sales,engineering management,conflict management,creativity,architectural engineering,research,business planning,repair,mentoring,product development,planning,decision making,product management,problem solving,teamwork / collaboration,cleaning"
2022-08-18,Northrop Grumman,11-2022,62.5,10.0,16.0,336.0,"writing,procurement,description and demonstration of products,planning,customer acquisition,technical writing / editing,business development"
2022-01-27,GAF Materials Corporation,11-9041,6.25,10.0,16.0,324.0,"positive disposition,capital expenditures,problem solving,typing,computer aided drafting/design (cad),autocad,project planning and development skills,machinery,simulation,network troubleshooting,proofreading,planning,process improvement,research,data entry,lifting ability,staff management,budgeting,vendor relations,communication skills,microsoft office,project management,roofing,troubleshooting"
2022-05-19,Northrop Grumman,11-9199,28.27,6.0,16.0,336.0,"team management,detail-oriented,leadership,product sales,communication skills,stakeholder management,problem solving,sap,atlassian jira,process management,strategic development,project management,microsoft office"
2022-01-07,Johanna Foods Incorporated,11-2022,33.65,10.0,0.0,311.0,"sales management,building effective relationships,spanish,microsoft word,organizational skills,presentation skills,bilingual,writing,profit targets,sales planning,sales,computer literacy,english,microsoft excel,communication skills,microsoft powerpoint"
2022-07-13,Bausch & Lomb,11-9199,29.33,5.0,16.0,339.0,"biotechnology,annual reports,self-motivation,current good manufacturing practices (cgmp),problem solving,staff management,pharmaceutical industry knowledge,product development,good manufacturing practices (gmp),word processing,persuasion,written communication,spreadsheets,writing"
2022-08-24,"Anheuser-Busch Companies, Inc.",11-3071,42.5,3.0,16.0,312.0,"presentation skills,microsoft power bi,building effective relationships,business administration,process improvement,cost control,statistics,microsoft office,fixed assets,supply chain management,warehouse management systems,3pl (third party logistics),data management,organizational skills,benchmarking,sap warehouse management,critical thinking,logistics,statistical analysis,key performance indicators (kpis),planning,business solutions,order management,problem solving,sap,communication skills"
2022-11-29,The Boeing Company,11-3051,55.58,5.0,0.0,336.0,"avionics,business planning,people management,building effective relationships,government regulations,troubleshooting,quality management"
2022-11-10,Cemex,11-9199,53.85,3.0,16.0,327.0,"information security,itil,communications industry security,computer engineering,outsourcing,citrix,citrix,microsoft power bi,bilingual,industrial engineering,troubleshooting,vmware,cobit,service level agreement,virtualization,spanish,teamwork / collaboration,pc support,industrial engineering industry expertise,iso 27001,english,vendor relations,unified communications,telecommunications,legal compliance"
2022-01-31,General Motors,11-3031,67.11,10.0,16.0,336.0,"ad hoc analysis,building effective relationships,sap,presentation skills,purchasing,planning,finance,contract review,enterprise resource planning (erp),accounting,budgeting"
2022-02-24,L3Harris,11-9033,20.67,8.0,0.0,334.0,"government regulations,workers' compensation,bilingual,payroll processing,collective bargaining,french,english,adp payroll,finance"
2022-03-16,The Boeing Company,11-3021,60.1,12.0,16.0,336.0,"agile development,chemistry,software architecture,counter intelligence,troubleshooting,software engineering,microsoft project,project planning and development skills,systems integration,crucible,computer engineering,microsoft office,project management,git,creativity,confluence,object-oriented analysis and design (ooad),continuous integration (ci),java,geospatial intelligence,web application development,test driven development (tdd),system architecture,troubleshooting technical issues,software issue resolution,scheduling,microsoft excel,collective bargaining,microsoft powerpoint,atlassian jira,physics,software development,planning"
2022-04-01,Leap Solutions,11-9199,30.77,7.0,16.0,323.0,"customer service,inventory forecasting,research,creativity,listening,merchandising,microsoft office,analytical skills,procurement,decision making,business communications,sales planning,staff management,microsoft excel,organizational skills,teamwork / collaboration,financial reporting,multi-tasking,purchasing,logistics,business process,stock-keeping unit,supply chain improvement,planning,business strategy,financial forecasting,communication skills,computer literacy"
2022-04-14,Rocket Pharmaceuticals,11-2031,53.37,10.0,12.0,325.0,"scheduling,therapy,microsoft excel,teamwork / collaboration,team management,good manufacturing practices (gmp),supply chain inventory management,international shipping,immunology,good laboratory practices (glp),change management,business strategy,enterprise resource planning (erp),microsoft sharepoint,cell therapy,presentation skills,product testing,procurement,supply chain knowledge,supply chain management,good clinical practices (gcp),packaging"
2022-11-08,Danaher Corporation,11-3061,61.92,14.0,16.0,334.0,"staff management,integrated supply chain (isc),manufacturing industry knowledge,supplier development,commodity management,key performance indicators (kpis),negotiation skills,strategic sourcing,building effective relationships,product management,supply chain management,procurement"
2022-08-12,Entegris Incorporated,11-3071,10.23,5.0,16.0,333.0,"storage of products/inventory,continuous quality improvement,key performance indicators (kpis),export compliance,product development,detail-oriented,manufacturing processes,teamwork / collaboration,microsoft excel,vaccination,performance management,inventory monitoring,planning,sap,packaging,procedure development,cost control"
2022-03-17,The Bridge Performance Coaching,11-3051,24.04,5.0,0.0,323.0,"production management,packaging,repair,printers,mailing,organizational skills,print shop,problem solving,cleaning,planning,preventive maintenance,english"
2022-04-08,Precise Solutions,11-9199,52.0,1.0,16.0,325.0,"organizational skills,business process,key performance indicators (kpis),communication skills,planning,writing,project planning and development skills,customer service,project management"
2022-01-10,Northrop Grumman,11-9199,58.65,9.0,16.0,336.0,"atlassian jira,mediation,bitbucket,software development,mentoring,linux,git,systems engineering,communication skills,employee engagement,unix,vaccines,conflict management"
2022-09-11,Grifols,11-3121,30.77,8.0,14.0,325.0,"customer service,case management,written communication,spreadsheets,cisco,service level agreement,team building,supervisory skills,business process,microsoft word,detail-oriented,teamwork / collaboration,microsoft excel,sap hr,staff management,planning,adp enterprise,information systems,sap,microsoft powerpoint,physical abilities,time management"
2022-06-03,Hitachi America,11-9199,33.17,3.0,16.0,334.0,"scheduling,rail industry knowledge,budgeting,english,communication skills,contract negotiation,mass transit industry knowledge,cost estimation,planning,order management,customer service,building effective relationships,project management"
2022-09-22,Spacex,11-9021,54.33,5.0,16.0,336.0,"facility improvement,estimating,real estate experience,software architecture,facility management,project management,strategic planning,cost control,initiative,construction management,professional engineer,property management,cost estimation,international traffic in arms regulations (itar),planning,design and construction,managing subcontractors,scheduling,contract preparation,technical writing / editing,autocad,contract review,budgeting"
2022-03-05,Hitachi America,11-1021,52.88,5.0,12.0,334.0,"budgeting,performance analysis,freight forwarding,strategic thinking,transportation systems,key performance indicators (kpis),multi-tasking,detail-oriented,occupational health and safety,people management,financial management,staff management,performance management,communication skills,english,physical abilities,contract negotiation,problem solving,planning,performance appraisals,building effective relationships,presentation skills,mentoring,business acumen,persuasion,project management,microsoft office,spreadsheets,customer contact,writing,freight brokerage,meeting deadlines"
2022-03-26,Northrop Grumman,11-3021,49.66,5.0,16.0,336.0,"flight safety,engineering drawings,systems engineering,new business development,customer contact,commissioning,procurement,bayesian inference,mechanical engineering,niosh,systems integration,mentoring,vehicle design,interface design,conflict management,circuit analysis,self-starter,written communication,proposal writing,statistics,communication skills,engineering management,reliability engineering studies,system design,personnel management,planning,engineering design and installation,problem solving,technical writing / editing,systems analysis,logistics,leadership,statistical analysis,vaccines,failure mode and effects analysis (fmea),engineering design,hazard analysis,occupational health and safety,system architecture,schematic diagrams"
2022-07-22,GAF Materials Corporation,11-9041,6.25,10.0,16.0,324.0,"communication skills,vendor relations,problem solving,positive disposition,computer aided drafting/design (cad),simulation,network troubleshooting,planning,budgeting,autocad,capital expenditures,machinery,hazard analysis,staff management,lifting ability,microsoft office,project management,root cause analysis,process improvement,research,process safety,proofreading,project planning and development skills,typing,data entry,structured methods,troubleshooting"
2022-06-07,"Samsung America, Inc.",11-9041,76.92,8.0,0.0,334.0,"software engineering,product management,strategic planning,embedded software,scrum,product sales,product development,teamwork / collaboration,network hardware/software maintenance,engineering management,software development"
2022-11-15,Saputo,11-1011,50.96,10.0,16.0,311.0,"creative problem solving,key performance indicators (kpis),energy management,microsoft excel,environmental sustainability,planning,problem solving,energy assessment,environmental management,facility management,people development,data analysis,creativity"
2022-11-10,Galt Pharmaceuticals,11-2021,7.63,2.0,0.0,325.0,"market strategy,microsoft excel,teamwork / collaboration,organizational skills,social media,detail-oriented,multi-tasking,microsoft word,business development,marketing strategy development,promotional campaigns,marketing,problem solving,positive disposition,marketing management,communication skills,marketing programs,microsoft powerpoint,computer literacy,creativity,training activities,written communication,self-starter,microsoft outlook,social media marketing,quick learner,market research,project planning and development skills,marketing materials,prioritizing tasks,onboarding,pr efforts"
2022-05-24,Garmentprinterink Com,11-2021,24.04,5.0,0.0,323.0,"digital marketing,social marketing,writing,project management,research,presentation skills,market research,building effective relationships,digital advertising,sales,marketing programs,business strategy,communication skills,marketing,market dynamics,marketing copy,planning,marketing management,prospective clients,critical thinking,budgeting,sales leadership,leadership,content management,technical writing / editing,teamwork / collaboration,strategic communications,direct marketing,resource management,thought leadership,scheduling"
2022-03-11,Amway,11-9081,21.63,2.0,12.0,325.0,"telephone skills,cleaning,guest services,property management,budgeting,occupational health and safety,front office,cash handling,scheduling,property management systems,laundry"
2022-10-18,Johnson & Johnson,11-2022,63.94,7.0,0.0,325.0,"branding strategy,dermatology,account management,people management,pricing strategy,teamwork / collaboration,business planning,product sales,immunology,sales leadership,business development,strategic marketing,biotechnology"
2022-11-01,Lenovo,11-2022,57.69,5.0,16.0,334.0,"communication skills,trade marketing,high-performance computing,business solutions,teamwork / collaboration,sales support,market strategy,business development,vaccines,data science,solution selling,graphics processing units (gpu),information technology industry knowledge,self-starter,high tech industry knowledge,artificial intelligence"
2022-01-20,Cosette Pharmaceuticals,11-2021,27.4,2.0,21.0,325.0,"technology transfer,batch records,chemistry,research,task analysis,tech transfer,ophthalmology,viscometers,pharmaceutical industry knowledge,ph meters,pharmaceutical product development,teamwork / collaboration,high-performance liquid chromatography (hplc),microscope,product development"
2022-11-21,Northrop Grumman,11-1021,82.21,12.0,16.0,336.0,"budgeting,request for proposal (rfp),scheduling,organizational skills,remote sensing,business planning,preparing proposals,planning,stakeholder management,cost control,strategic development,proposal writing"
2022-02-22,Zimmer Biomet,11-3121,62.5,10.0,16.0,339.0,"business systems analysis,creativity,process improvement,sap successfactors,hyperion,sap,team management,thought leadership,sap concur analytics,finance,sap hr,business process,creative problem solving"
2022-07-09,General Motors,11-3031,7.51,5.0,16.0,336.0,"cash handling,materials development,financial reporting,detail-oriented,accounting,computer literacy,tax software,english,property tax,planning,building effective relationships,word processing,spreadsheets"
2022-09-20,Fifco Usa,11-2021,11.66,6.0,16.0,312.0,"presentation skills,brand planning,project management,creativity,research,analytical skills,brand experience,brand management,microsoft powerpoint,trade marketing,sales,consumer goods industry knowledge,planning,independent thinking,promotional campaigns,budgeting,people management,scheduling,strategic recommendations,microsoft excel,teamwork / collaboration,organizational skills,social media"
2022-03-08,Sovos Brands,11-2021,28.85,1.0,16.0,311.0,"consumer insights,multi-tasking,thought leadership,detail-oriented,energetic,product development,retail industry knowledge,sales strategy,budgeting,product sales,articulating value propositions,e-commerce,project management,written communication,new product development,research,consumer research,food industry knowledge,analytical skills,quality management,packaging,brand management,brand experience"
2022-06-16,The Beer& X27 D Brewing Company,11-9111,13.0,2.0,0.0,312.0,"point of sale system,customer service,listening,social media,teamwork / collaboration,organizational skills,detail-oriented,scheduling,cleaning,planning,inventory monitoring,physical abilities"
2022-10-26,Intel Corporation,11-9033,54.57,1.0,16.0,334.0,"laboratory research,research,initiative,computer engineering,communication skills,cryptography,intellectual property"
2022-05-20,Eaton,11-2031,48.73,7.0,16.0,335.0,"eloqua,organizational skills,social media,energetic,detail-oriented,multi-tasking,thought leadership,budget management,lead generation,budgeting,b2b marketing,marketing,marketing communications,strategic leadership,media relations,digital marketing,sales channels,web development,content marketing,project management,written communication,self-starter,creativity"
2022-05-20,Pursuit Sales Solutions,11-2022,62.5,2.0,16.0,334.0,"business-to-business,dermatology,outside sales,medical sales,sales"
2022-12-13,Teleflex Incorporated,11-9199,51.92,5.0,16.0,339.0,"building effective relationships,project planning and development skills,microsoft project,project management,creativity,analytical skills,meeting deadlines,budgeting,organizational skills,scheduling,people management,change management,problem solving"
2022-11-30,Allied Crawford Steel,11-3031,24.04,2.0,16.0,331.0,"communication skills,bank reconciliation,payroll processing,planning,generally accepted accounting principles (gaap),positive disposition,multi-tasking,detail-oriented,financial reporting,organizational skills,accounting,leadership,prioritizing tasks"
2022-07-04,Northrop Grumman,11-3051,68.99,5.0,16.0,336.0,"scheduling,equipment calibration,enovia,planning,preventive maintenance,personnel management,lean manufacturing,defense federal acquisition regulations,predictive / preventative maintenance"
2022-07-28,Triumph Group Incorporated,11-1021,10.13,2.0,16.0,336.0,"budgeting,microsoft word,microsoft excel,purchasing,change management,problem solving,integrated master schedule,planning,communication skills,identifying and evaluating defects,microsoft powerpoint,written communication,program management"
2022-11-10,Thermo Fisher Scientific Inc,11-2021,54.33,5.0,16.0,334.0,"product management,research,sales training,consumer research,decision making,mass spectrometry,lifecycle management,teamwork / collaboration,product lifecycle management (plm),effective communications,ion chromatography,strategic thinking,market trend,planning,chromatography,articulating value propositions,problem solving,business strategy,communication skills,market analysis"
2022-08-21,Stryker Medical,11-9199,7.75,2.0,16.0,339.0,"good manufacturing practices (gmp),supervisory skills,technical writing / editing,hammering,scheduling,surveillance,detection and measurement equipment,hand tools,administrative support,schematic diagrams,broadcast industry knowledge,preventive maintenance,computer literacy,communication skills,test equipment,calculator,calibration,problem solving,mainframe,micrometers,screwdrivers,voltmeters,project management,customer service,performance appraisals,power tools,customer contact,writing,repair,decision making,prioritizing tasks,predictive / preventative maintenance,fine motor skills"
2022-07-14,Ultragenyx Pharmaceutical,11-9121,55.77,5.0,16.0,325.0,"spreadsheets,building effective relationships,risk management,project management,written communication,organizational skills,clinical trials,informed consent procedures,site and study management,staff management,vaccination,contract review,budgeting,interactive voice response (ivr),computer literacy,vendor relations,clinical research,accruals,agency selection,planning"
2022-05-08,Northrop Grumman,11-9199,74.81,10.0,16.0,336.0,"financial management,scheduling,vaccines,budgeting,supply chain coordination,planning,business administration,stealth / low observable technology,aerospace industry knowledge,supply chain knowledge,international business,procurement"
2022-08-24,Nvidia Corporation,11-9199,32.21,3.0,16.0,334.0,"detail-oriented,power distribution,progress reports,quality assurance and control,people management,scheduling,hardware experience,global positioning system (gps),robotics,fleet preventive maintenance,automotive industry knowledge,communication skills,analytical skills,lidar,embedded systems,software engineering,troubleshooting,vehicle systems,program management,hardware troubleshooting"
2022-05-08,Bausch & Lomb,11-3061,51.92,7.0,12.0,339.0,"procurement,request for quotation (rfq),5s methodology,supplier selection,procurement strategies,stakeholder management,supply agreements,communication skills,key performance metrics,multi-tasking,teamwork / collaboration,budgeting,health care industry knowledge,request for proposal (rfp),key performance indicators (kpis),supervisory skills"
2022-08-11,Northrop Grumman,11-3051,52.26,10.0,0.0,336.0,"root cause analysis,satisfaction failure correction,government regulations,nondestructive testing (ndt),quality management,teamwork / collaboration,six sigma,staff management,budgeting,lean six sigma,planning"
2022-06-18,Ricoh Electronics,11-2022,50.0,8.0,16.0,333.0,"communication skills,computer literacy,sales,microsoft excel,business development,sales leadership,onboarding,building effective relationships,creativity,process improvement"
2022-09-15,Fire Maker Brewing Company,11-2021,28.85,6.0,0.0,312.0,"people management,adobe indesign,direct marketing,social media,teamwork / collaboration,social media platforms,budgeting,content management,copywriting,web site design,problem solving,marketing management,email blasts,marketing,building effective relationships,e-commerce,adobe photoshop,project management,social media marketing,art direction,creativity,research,adobe premiere,graphic design,print advertising,marketing materials,adobe illustrator,brand management"
2022-04-15,Trilliant Food,11-3051,10.09,5.0,12.0,312.0,"detail-oriented,machinery,multi-tasking,copying,food safety,resource management,teamwork / collaboration,goal setting,quality assurance and control,food safety and quality,scheduling,microsoft excel,statistical process control (spc),food packaging,leadership,good manufacturing practices (gmp),hazard analysis critical control point (haccp),information systems,problem solving,communication skills,performance management,physical abilities,microsoft powerpoint,program development,computer literacy,5s methodology,process management,employee coaching,process improvement,microsoft office,written communication,decision making,analytical skills,food industry knowledge,quality management,troubleshooting"
2022-07-14,Lockheed Martin Corporation,11-3021,59.09,5.0,21.0,336.0,"research,systems integration,computer engineering,systems engineering,customer contact,digital design,planning,system design,communication skills,multi-tasking,project design,scheduling,staff management"
2022-05-20,The Boeing Company,11-9199,55.13,5.0,16.0,336.0,"product development,scheduling,embedded software,product sales,collective bargaining,customer contact,risk management,presentation skills,building effective relationships"
2022-05-03,Qualcomm,11-2021,63.46,10.0,12.0,334.0,"product management,5s methodology,customer contact,communication skills,stakeholder management,articulating value propositions,market dynamics,teamwork / collaboration,budgeting,key performance indicators (kpis),animation"
2022-08-21,Eli Lilly,11-9199,57.07,5.0,16.0,325.0,"statistics,data collection,extensible markup language (xml),editing,data analysis,data management,statistical reporting,oncology,clinical study reports,protocol development,biotechnology,microsoft powerpoint,sql,microsoft excel,data quality,sas,macros,clinical data analysis,microsoft word,statistical analysis,clinical data interchange standards consortium(cdisc),statistical programming,new drug application (nda) review,data validation"
2022-06-28,Northrop Grumman,11-9199,65.87,10.0,16.0,336.0,"stakeholder management,problem solving,sap,planning,budgeting,internal reporting systems,scheduling,requirements traceability,strategic planning,project management,proposal writing,cost control,building effective relationships,customer service,mortgage lending,supply chain management"
2022-10-13,Werma Usa,11-2022,48.08,8.0,16.0,335.0,"sales channels,microsoft outlook,microsoft excel,machinery,brand awareness generation,microsoft word,sales management,sap,travel arrangements,basic internet skills,microsoft powerpoint,buying experience,enterprise resource planning (erp),computer literacy,sales,sales goals"
2022-05-17,Northrop Grumman,11-9199,98.75,10.0,16.0,336.0,"agile development,estimating,project management,research,product testing,market trend,leadership,scheduling,problem solving,change management,communication skills,business strategy"
2022-05-11,"Takeda Pharmaceuticals North America, Inc.",11-9111,67.31,8.0,16.0,325.0,"systems development,good clinical practices (gcp),data management,biology,systems development life cycle (sdlc),data capture,statistics,data collection,project management,interactive voice response (ivr),statistical analysis,strategic partnerships,technical support,service level agreement,clinical trials,drug development,clinical trial management,quality assurance and control,clinical information systems / technology"
2022-12-29,Pfizer,11-2021,72.55,10.0,18.0,325.0,"market planning,business-to-business,brand experience,branding campaigns,chemistry,international marketing,account-based marketing,account management,business development,strategic thinking,content development,budgeting,thought leadership,teamwork / collaboration,market strategy,microsoft excel,global marketing,business strategy,communication skills,verbal / oral communication,marketing,planning"
2022-10-28,The Boeing Company,11-9199,54.33,5.0,16.0,336.0,"microsoft project,cost control,commissioning,engineering drawings,facility design,network infrastructure (edge poe devices),scheduling,budget management,budgeting,autocad"
2022-11-04,Day & Zimmermann Incorporated,11-3051,30.0,2.0,16.0,332.0,"oral communication,media production,communication skills,video production,final cut pro,broadcast industry knowledge,microsoft operating systems,camera operation,audio / visual knowledge,video editing,troubleshooting,repair,meeting deadlines,audio engineering,quality management,apple macintosh,event planning,webcasting,creativity"
2022-04-28,Eli Lilly,11-9199,65.05,8.0,18.0,325.0,"organizational skills,drug development,new drug application (nda) review,clinical research,planning,prepare presentations,communication skills,annual reports,oncology,regulatory affairs,prioritizing tasks,research"
2022-10-06,Northrop Grumman,11-9199,82.21,15.0,16.0,336.0,"software engineering,procurement,planning,communication skills,leadership,scheduling"
2022-10-30,Impact Solutions,11-9199,59.13,5.0,16.0,327.0,"mechanical engineering,performance appraisals,cost control,safety training,engineering activities,product assortment,goal setting,scheduling,budgeting"
2022-08-24,City View Post Acute,11-9199,23.08,5.0,12.0,311.0,"material safety data sheets (msds),cost control,social services,english,planning,organizational skills,vaccination"
2022-07-03,Messina Hof Wine Cellars Inc,11-9051,18.75,3.0,16.0,312.0,"scheduling,people management,cash handling,cash deposits and receipts,inventory management,budgeting,inventory control,financial analysis,personnel management,sales goals,computer literacy,physical abilities,cost control"
2022-11-17,Kellogg Company,11-1021,19.0,2.0,12.0,311.0,"product sales,store merchandising,retail industry knowledge,physical abilities,sales,merchandising,listening,store management"
2022-12-01,Johnson & Johnson,11-2031,73.08,15.0,16.0,325.0,"budgeting,consumer segmentation,good manufacturing practices (gmp),total rewards strategy,budget management,scheduling,qualtrics,six sigma,quality assurance and control,quantitative research,audit management,financial reporting,manufacturing processes,teamwork / collaboration,product development,auditing standards,business strategy,communication skills,english,vendor relations,articulating value propositions,market dynamics,employee training,lean six sigma,planning,problem solving,legal document composition,self-starter,strategic development,audit reports,cost control,audit planning,government regulations,listening,research,business acumen,presentation skills,market research,quality management,record keeping,supply chain knowledge,data management,legal documentation"
2022-08-31,Northrop Grumman,11-9199,36.63,6.0,16.0,336.0,"data management,data entry,microsoft project,business management,microsoft office,project management,planning,requirements analysis,problem solving,microsoft powerpoint,scheduling,microsoft excel,teamwork / collaboration,budgeting"
2022-06-25,Eli Lilly,11-1021,65.05,10.0,16.0,325.0,"business development,contract preparation,contract review,microsoft excel,teamwork / collaboration,multi-tasking,detail-oriented,physical abilities,microsoft powerpoint,contract negotiation,procurement,oncology,procurement contracts,biomarkers,contract drafting,microsoft office,business operations,toxicology"
2022-04-09,Consilium Group,11-3051,48.08,5.0,16.0,331.0,"good manufacturing practices (gmp),communication skills,customer contact,quality management,packaging,customer service"
2022-12-15,Mars Incorporated,11-9199,45.19,1.0,16.0,311.0,"analytical skills,project management,business administration,research,microsoft excel,management consulting,microsoft powerpoint"
2022-11-25,Parr Lumber,11-9199,33.17,3.0,12.0,321.0,"computer literacy,sales,preventive maintenance,communication skills,physical abilities,time management,post trip inspections,positive disposition,planning,employee retention,microsoft excel,detail-oriented,financial reporting,public speaking,alternative transportation,organizational skills,purchasing,cycle counting,product sales,budgeting,microsoft word,equipment inspection,new hire orientation,decision making,meeting deadlines,servant leadership,customer contact,repair,predictive / preventative maintenance,people development,employee engagement,invoicing,microsoft outlook,account management,wood production industry knowledge,listening,research,commercial construction,merchandising,business acumen,product knowledge,typing,building effective relationships,customer service"
2022-11-25,Northrop Grumman,11-9199,64.52,7.0,16.0,336.0,"stakeholder management,planning,problem solving,organizational skills,remote sensing,scheduling,budgeting,leadership,business management,program management,project management,proposal writing"
